"MLS #","#Pics","Pics","VirTr","Status","Address","Price","DOM","Lot (SqFt)","City","Class","Age","Property Type","$/SqFt","1/4 Baths","3/4 Baths","Address 2","Annual Rent","Annual Salary","Annual Tax Amount","Area","Area #","Beds","Building Name","Building Number","Building Unit Total","Capitalization Rate","Cash To Assume","City Limits (Y/N)","City Transfer Tax?","Country","County","Days On Market","Current Rent","Date Available","County ID","Elementary School District","Elementary School","Half Baths","High School","High School District","HOA Document Fee","HOA Exist Y/N","HOA Fee","HOA Fee Frequency","HOA Name Text","Lot Acres","Lot Size Area Max Search","Lot Size Area Maximum Units","Lot Size Area Min Search","Lot Size Source","LotSize SqFt County","Max # of Units in Building","Max # of Units in Complex","Middle School","PriceRangeLow","Rent List Price","Sale Price","Sale Price Per SqFt","State","Yard SqFt","Year Built","Zip Code"
"TM21-725254","21","https://mediaservice.themls.com/large/21-725254/21-725254_273a84b2-80dc-411a-8f95-578fb64682da.jpg?preset=thumb",,"A","970 Kingsley Drive 301","$749,000","1","23,622","Los Angeles","RE",,"Condominium",,,"0",,,,,"Other Area",,"2",,,,,,,,,,"0",,,"19",,,"0",,,,"Yes",,"Monthly",,"0.5423",,,,,,,"28",,,,,,"CA",,"1982","90006"
"SF421543544","67","https://sfarmedia.rapmls.com/sfarmls/listingpics/bigphoto/2021/04/29/b81582c2-3312-418f-8e0c-9c483acb7be4.jpg?preset=thumb","https://my.matterport.com/show/?brand=0&m=662Fj6E9khQ","A","1688 Pine Street W509","$949,000","1","35,482","San Francisco","RE","0","Condominium","$1,323.57","0","0",,,,,"Van Ness/Civic Cente","25200","1",,,,,,,,,"San Francisco","1","0",,"38",,,"0",,,,"Yes","$710","Monthly","Rockwell Owner's Association","0.8146","35,482.00","Square Feet","35,482.00","Tax",,"289",,,,,,"1,323.57","CA",,"2016","94109"
"CRIV21090074","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg",,"A","247 W Canada B","$1,345,000","1",,"San Clemente","RE","34","Condominium",,,,,,,,"SC - San Clemente Central","32181","3",,,,,,,,,"Orange","0",,,"30",,,"1",,"Capistrano Unified",,"No","$0",,,,,,,,,,,,,,,,"CA",,"1987","92672"
"SF421541561","33","https://sfarmedia.rapmls.com/sfarmls/listingpics/bigphoto/2021/04/23/001786d7-4684-44e1-8a32-b92036936213.jpg?preset=thumb","https://my.matterport.com/show/?m=Wc15NuNcTU8&hl=0","A","3802 16th Street","$1,695,000","1","2,579","San Francisco","RE","0","Condominium","$1,222.94","0","0",,,,,"Corona Heights","25180","3",,,,,,,,,"San Francisco","0","0",,"38",,,"0",,,,"Yes",,,"3800 - 3802 16th Street","0.0592","2,579.00","Square Feet","2,579.00","Tax",,"2",,,,,,"1,222.94","CA",,"1962","94114"
"SF421543255","42","https://sfarmedia.rapmls.com/sfarmls/listingpics/bigphoto/2021/04/28/153cc182-2753-4d39-b1cc-df46206792ea.jpg?preset=thumb",,"A","555 Golden Gate Avenue 2H","$919,000","1","0","San Francisco","RE","0","Condominium","$1,007.68","0","0",,,,,"Van Ness/Civic Cente","25200","2",,,,,,,,,"San Francisco","0","0",,"38",,,"0",,,,"Yes","$632","Monthly","Elevant Owners Association",,"0.00","Square Feet","0.00","Other",,"55",,,,,,"1,007.68","CA",,"2021","94102"
"CRWS21087058","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg",,"A","111 N 2nd Street 307","$430,000","1","24,411","Alhambra","RE","12","Condominium",,,,,,,,"601 - Alhambra","30038","1",,,,,,,,,"Los Angeles","0",,,"19",,,,,,,"Yes","$212","Monthly","Concerto HOA","0.5604",,"Square Feet",,,,,,,,,,,"CA",,"2009","91801"
"CRAR21091354","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg",,"A","580 MAIN Street 302","$499,000","1","2","Alhambra","RE","17","Condominium",,,,,,,,"601 - Alhambra","30038","2",,,,,,,,,"Los Angeles","1",,,"19",,,,,,,"Yes","$239","Monthly","ALHAMBRA REGENCY","2.1100",,"Acres",,"Tax",,,,,,,,,"CA",,"2004","91801"
"CROC21088050","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg",,"A","2960 Champion Way 1805","$435,000","1","1,000","Tustin","RE","29","Condominium",,,,,,,,"89 - Tustin Ranch","32549","1",,,,,,,,,"Orange","1",,,"30",,,,,"Tustin Unified",,"Yes","$325","Monthly","Rancho Veracruz","0.0230",,"Square Feet",,"Estimated",,,,,,,,,"CA",,"1992","92782"
"TM21-725524","27","https://mediaservice.themls.com/large/21-725524/21-725524_96468f8e-b597-4cff-8b3d-65713caf1d8d.jpg?preset=thumb",,"A","450 Maple Drive 204","$1,695,000","1","18,264","Beverly Hills","RE",,"Condominium",,,"0",,,,,"Other Area",,"2",,,,,,,,,,"0",,,"19",,,"0",,,,"Yes",,"Monthly",,"0.4193",,,,,,,"24",,,,,,"CA",,"1975","90212"
"CC40947728","18","//cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40947728/0/120/90/035b6c0dc018d9e7e2d788786caf4ef9/1/fcabc18c761d0f3cfc01f2f679bc5214/40947728.JPG","https://my.matterport.com/show/?m=Z15isp7udMU","A","35 Iron Horse Ln","$749,000","1","0","Walnut Creek","RE","20","Condominium","$529.70",,,,,,,"Walnut Creek","4900","1",,,,,,,"No",,"Contra Costa","1",,,"7",,,"0",,,,"Yes","$579","Monthly","IRON HORSE HOA","0.0000","0.00","Square Feet","0.00",,,,"54",,,,,,"CA",,"2001","94597"
"CRPW21091244","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg",,"A","8338 Regents Road 1P","$450,000","1","87,523","San Diego","RE","40","Condominium",,,,,,,,"Other Area",,"2",,,,,,,,,"San Diego","1",,,"37",,,,,"San Diego Unified",,"Yes","$482","Monthly","The Pines of La Jolla","2.0093",,"Square Feet",,"Tax",,,,,,,,,"CA",,"1981","92122"
"BA321031277","19","https://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2021/04/29/4179b5cc-53f6-4ee6-a615-6756671af53a.jpg?preset=thumb","https://vimeo.com/542824326","A","58 Margarita Terrace","$549,000","1","11,831","Novato","RE","0","Condominium","$464.07","0","0",,,,,"Novato","21158","2",,,,,,,,,"Marin","1","0",,"21",,,"0",,,,"Yes","$560","Monthly","Scottsdale Lake","0.2716","11,831.00","Square Feet","11,831.00","Tax",,"0",,,,,,"464.07","CA",,"1979","94947"
"CRPW21090784","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg",,"A","600 W 3rd Street B314","$230,000","1","0","Other City","RE","41","Condominium",,"1",,,,,,"70 - Santa Ana North of First","30789","1",,,,,,,,,"Orange","0",,,"30",,,,,"Santa Ana Unified",,"Yes","$468","Monthly","Town Square","0.0000",,"Square Feet",,,,,,,,,,,"CA",,"1980","92701"
"SF421528291","19","https://sfarmedia.rapmls.com/sfarmls/listingpics/bigphoto/2021/03/13/be7a563c-fac4-4ffb-9108-656a91b1c4c4.jpg?preset=thumb","https://www.555-4thstreet447.com","A","555 4th Street 447","$599,000","1","63,237","San Francisco","RE","0","Condominium","$1,319.38","0","0",,,,,"South Beach","25209",,,,,,,,,,"San Francisco","0","0",,"38",,,"0",,,,"Yes","$584","Monthly",,"1.4517","63,237.00","Square Feet","63,237.00","Tax",,"300",,,,,,"1,319.38","CA",,"0","94107"
"SF421543367","38","https://sfarmedia.rapmls.com/sfarmls/listingpics/bigphoto/2021/04/29/c7d516fa-3f3d-4efd-aaa1-d74f4c185e92.jpg?preset=thumb","https://my.matterport.com/show/?m=7FLTSwpTMj7&brand=0","A","1150 Dolores Street 6","$999,000","1","0","San Francisco","RE","0","Condominium","$1,295.72","0","0",,,,,"Noe Valley","25176","1",,,,,,,,,"San Francisco","1","0",,"38",,,"0",,,,"Yes","$500","Monthly",,,"0.00","Square Feet","0.00",,,"6",,,,,,"1,295.72","CA",,"1929","94110"
"CROC21090537","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg",,"A","502 Jasmine Avenue B","$1,149,900","1",,"Corona Del Mar","RE","29","Condominium",,,,,,,,"CS - Corona Del Mar - Spyglass","30492","2",,,,,,,,,"Orange","1",,,"30",,,,,,,"Yes","$150","Monthly","jasmine Assoc.",,,,,,,,,,,,,,"CA",,"1992","92625"
"SF421543201","36","https://sfarmedia.rapmls.com/sfarmls/listingpics/bigphoto/2021/04/28/9b9c9431-04fd-4819-82af-1e5ab9cbcb23.jpg?preset=thumb",,"A","555 Golden Gate Avenue 8A","$799,000","1","0","San Francisco","RE","0","Condominium","$1,406.69","0","0",,,,,"Van Ness/Civic Cente","25200","1",,,,,,,,,"San Francisco","0","0",,"38",,,"0",,,,"Yes","$554","Monthly","Elevant Owners Association",,"0.00","Square Feet","0.00","Other",,"55",,,,,,"1,406.69","CA",,"2021","94102"
"SF421543218","37","https://sfarmedia.rapmls.com/sfarmls/listingpics/bigphoto/2021/04/28/cb317091-b617-4819-aba3-c5393e4bf713.jpg?preset=thumb",,"A","555 Golden Gate Avenue 8C","$998,000","1","0","San Francisco","RE","0","Condominium","$1,325.37","0","0",,,,,"Van Ness/Civic Cente","25200","2",,,,,,,,,"San Francisco","0","0",,"38",,,"0",,,,"Yes","$597","Monthly",,,"0.00","Square Feet","0.00",,,"55",,,,,,"1,325.37","CA",,"2021","94102"
"CC40947680","25","//cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40947680/0/120/90/6f3dc26c035f5a816568370ebd51c502/1/0876dc16a6fe7f03f9b4a30884c91c33/40947680.JPG",,"A","45128 Warm Springs 107","$789,995","1","0","Fremont","RE","3","Condominium","$987.49",,,,,,,"Other Area","3700","1",,,,,,,"No",,"Alameda","0",,,"1",,,"0",,,,"Yes","$452","Monthly","NOT LISTED","0.0000","0.00","Square Feet","0.00",,,,"136",,,,,,"CA",,"2018","94539"
"TM21-725474","16","https://mediaservice.themls.com/large/21-725474/21-725474_b81d638e-d15c-4c70-942a-293c31119fe1.jpg?preset=thumb",,"A","11847 Gorham Avenue 214","$1,075,000","1","48,933","Los Angeles","RE",,"Condominium",,,"1",,,,,"Other Area",,"2",,,,,,,,,,"0",,,"19",,,"0",,,,"Yes",,"Monthly",,"1.1234",,,,,,,"63",,,,,,"CA",,"2002","90049"
"ME221042626","12","https://mediarem.metrolist.net/metrolist/listingpics/bigphoto/2021/04/29/7757e8aa-8040-4108-87ed-1f1221c1306d.jpg?preset=thumb",,"A","3591 Quail Lakes Drive 219","$179,950","1","7,841","Stockton","RE","0","Condominium","$228.36","0","0",,,,,"Stockton NW","20704","2",,,,,,,,,"San Joaquin","0","0",,"39","Lincoln Unified",,"0",,"Lincoln Unified",,"Yes","$464","Monthly","Quail Lakes","0.1800","7,841.00","Square Feet","7,841.00",,,"0",,,,,,"228.36","CA",,"1980","95207"
"SF421540566","29","https://sfarmedia.rapmls.com/sfarmls/listingpics/bigphoto/2021/04/28/48194e40-eafd-4ffd-83ff-801009c957a5.jpg?preset=thumb","https://my.matterport.com/show/?m=zyn7c75Jd38&brand=0","A","165 Ripley Street","$1,298,000","1","2,758","San Francisco","RE","0","Condominium","$1,059.59","0","0",,,,,"Bernal Heights","25204","2",,,,,,,,,"San Francisco","0","0",,"38",,,"0",,,,"Yes",,,,"0.0633","2,758.00","Square Feet","2,758.00","Tax",,"2",,,,,,"1,059.59","CA",,"1957","94110"
"SF421543516","19","https://sfarmedia.rapmls.com/sfarmls/listingpics/bigphoto/2021/04/29/697fb496-8a3a-4034-96ef-1e12859f0c67.jpg?preset=thumb","https://my.matterport.com/show/?m=QTDjgb3uLJf","A","488 Folsom 4801","$5,065,000","1","0","San Francisco","RE","0","Condominium","$2,345.99","0","0",,,,,"South Beach","25209","3",,,,,,,,,"San Francisco","0","0",,"38",,,"0",,,,"Yes","$1,908","Monthly",,,"0.00","Square Feet","0.00","Builder",,"118",,,,,,"2,345.99","CA",,"2019","94105"
"SF421543081","46","https://sfarmedia.rapmls.com/sfarmls/listingpics/bigphoto/2021/04/28/f24752f0-ef98-4281-9df6-a01ba136451c.jpg?preset=thumb",,"A","1156 Stanyan Street","$1,495,000","1","0","San Francisco","RE","0","Condominium",,"0","0",,,,,"Cole Valley/Parnassu","25178","2",,,,,,,,,"San Francisco","1","0",,"38",,,"0",,,,"Yes","$300","Monthly","1156-1158 Stanyan St",,"0.00","Square Feet","0.00",,,"2",,,,,,"0.00","CA",,"1909","94117"
"SF421543353","57","https://sfarmedia.rapmls.com/sfarmls/listingpics/bigphoto/2021/04/29/8d48e352-8963-4c97-af20-2c868624fdc5.jpg?preset=thumb",,"A","201 Folsom Street 21A","$1,949,000","1","75,406","San Francisco","RE","0","Condominium","$1,424.71","0","0",,,,,"South Beach","25209","2",,,,,,,,,"San Francisco","1","0",,"38",,,"0",,,,"Yes","$1,248","Monthly","First Residential","1.7311","75,406.00","Square Feet","75,406.00","Tax",,"656",,,,,,"1,424.71","CA",,"2016","94105"
"CRNP21089858","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg",,"A","3141 Michelson Drive 1202","$845,000","1","1,000","Irvine","RE","15","Condominium",,,,,,,,"AA - Airport Area","31028","3",,,,,,,,,"Orange","0",,,"30",,,,,"Irvine Unified",,"Yes","$1,051","Monthly","Marquee Park Place HOA","0.0230",,"Square Feet",,"Appraiser",,,,,,,,,"CA",,"2006","92612"
"CC40947725","38","//cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40947725/0/120/90/f2bf2fadc46a2b2a817dc1b8525a5065/1/63c8579178ae65bda72a7e0864bc65ad/40947725.JPG","https://my.matterport.com/show/?m=nLENPNp3etC&mls=1","A","2410 Sunny Lane 26","$259,000","1","0","Antioch","RE","42","Condominium","$274.36",,,,,,,"Antioch","6200","2",,,,,,,"No",,"Contra Costa","1",,,"7",,,,,,,"Yes","$415","Monthly","ANTIOCH PARKRIDGE","0.0000","0.00","Square Feet","0.00",,,,"181",,,,,,"CA",,"1979","94509-3146"
"CROC21089925","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg",,"A","13040 Dronfield Avenue 24","$285,000","1","51,262","Sylmar","RE","57","Condominium",,,,,,,,"SYL - Sylmar","32453","2",,,,,,,,,"Los Angeles","1",,,"19",,,,,"Los Angeles Unified",,"Yes","$373","Monthly","Skyview Hoa","1.1768",,"Square Feet",,"Tax",,,,,,,,,"CA",,"1964","91342"
"CRIG21091319","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg","https://my.matterport.com/show/?m=c8yRxHE42FV&mls=1","A","134 S Magnolia Avenue 15C","$425,000","1",,"Anaheim","RE","60","Condominium",,,,,,,,"699 - Not Defined","30012","3",,,,,,,,,"Orange","1",,,"30",,,,,"Anaheim Union High",,"Yes","$278","Monthly","Dynamic Property Group",,,,,,,,,,,,,,"CA",,"1961","92804"
"ME221043135","20","https://mediarem.metrolist.net/metrolist/listingpics/bigphoto/2021/04/29/3e08c137-7a3d-4c13-b739-7ce76d607a74.jpg?preset=thumb",,"A","6432 Bremen Drive 1","$210,000","1","2,087","Citrus Heights","RE","0","Condominium","$264.15","0","0",,,,,"Citrus Heights - 10621","10621","2",,,,,,,,,"Sacramento","0","0",,"34","San Juan Unified",,"0",,"San Juan Unified",,"Yes","$198","Monthly","Greenback Estates","0.0479","2,087.00","Square Feet","2,087.00","Tax",,"0",,,,,,"264.15","CA",,"1971","95621"
"ME221041475","26","https://mediarem.metrolist.net/metrolist/listingpics/bigphoto/2021/04/28/544f811d-4181-474f-925c-9e4a09d688e2.jpg?preset=thumb","https://my.matterport.com/show/?m=sFJa3EN1JTc&mls=1","A","404 Dante Circle","$414,900","1","958","Roseville","RE","0","Condominium","$306.20","0","0",,,,,"Roseville-Central zip 95678","12678","2",,,,,,,,,"Placer","0","0",,"31",,,"1",,,,"Yes","$227","Monthly","Campania Homeowners Association","0.0220","958.00","Square Feet","958.00","Tax",,"0",,,,,,"306.20","CA",,"2005","95678"
"TM21-704466","24","https://mediaservice.themls.com/large/21-704466/21-704466_93cc6443-0fe0-4a5b-9b10-49380bff5866.jpg?preset=thumb","https://my.matterport.com/show/?m=D47jgbBhD2g&mls=1","A","2606 Stoner Avenue","$575,000","1","5,609","Los Angeles","RE",,"Condominium",,,"0",,,,,"Other Area",,"2",,,,,,,,,,"1",,,"19",,,"0",,,,"No",,"Monthly",,,,,,"Other",,,"6",,,,,,"CA",,"1955","90064"
"ME221043365","9","https://mediarem.metrolist.net/metrolist/listingpics/bigphoto/2021/04/29/59fe68d0-1bc0-458b-8276-1c3352cca008.jpg?preset=thumb",,"A","6 Adelphi Court","$450,000","1","1,742","Sacramento","RE","0","Condominium","$260.12","0","0",,,,,"Sacto Arden/Arcade Creek/Vicinity - 10825","10825","3",,,,,,,,,"Sacramento","1","0",,"34","San Juan Unified",,"1",,"San Juan Unified",,"Yes","$535","Monthly","Nepenthe Homeowner","0.0400","1,742.00","Square Feet","1,742.00","Tax",,"0",,,,,,"260.12","CA",,"1974","95825"
"CRPW21080238","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg","https://listings.seantraceyphotography.com/v2/473-paseo-del-corazon-palm-desert-ca-92211-us-785400/unbranded","A","473 Paseo Del Corazon","$489,000","1","2,790","Palm Desert","RE","5","Condominium",,,,,,,,"324 - East Palm Desert","31824","3",,,,,,,,,"Riverside","0",,,"33",,,"1",,,,"Yes","$228","Monthly","Spanish Walk Homeowners Association","0.0640",,"Square Feet",,"Tax",,,,,,,,,"CA",,"2016","92211"
"EB40947742","1","//cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40947742/0/120/90/4ebc2d0b66f4dbd3dec3f67e08ff8cf9/1/44149376fcd61135ac39269e922fdc58/40947742.JPG",,"A","233 Masters Ct 1","$399,888","1","0","Walnut Creek","RE","51","Condominium","$577.87",,,,,,,"Walnut Creek","4900","1",,,,,,,"No",,"Contra Costa","1",,,"7",,,"0",,,,"Yes","$288","Monthly","NOT LISTED","0.0000","0.00","Square Feet","0.00",,,,"340",,,,,,"CA",,"1970","94598"
"CROC21091148","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg",,"A","42 Dianthus","$575,000","1","0","Rancho Santa Margarita","RE","34","Condominium",,,,,,,,"R1 - Rancho Santa Margarita North","32050","2",,,,,,,,,"Orange","1",,,"30",,,,,"Saddleback Valley Unified",,"Yes","$350","Monthly","Brisa Del Lago II","0.0000",,"Square Feet",,,,,,,,,,,"CA",,"1987","92688"
"CRCV21088833","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg",,"A","6068 Grace Street","$570,000","1","1,255","Chino","RE","7","Condominium",,,,,,,,"681 - Chino","30407","3",,,,,,,,,"San Bernardino","0",,,"36",,,"1",,"Chino Valley Unified",,"Yes","$180","Monthly","College Park","0.0288",,"Square Feet",,"Tax",,,,,,,,,"CA",,"2014","91710"
"CRBB21090048","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg","https://my.matterport.com/show/?m=rt1u2Gi4uWy&mls=1","A","11115 Acama Street 107","$898,000","1","22,932","North Hollywood","RE","13","Condominium",,,,,,,,"699 - Not Defined","30012","3",,,,,,,,,"Los Angeles","0",,,"19",,,,,"Los Angeles Unified",,"Yes","$499","Monthly","Acama Villas","0.5264",,"Square Feet",,"Tax",,,,,,,,,"CA",,"2008","91602"
"CC40947601","33","//cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40947601/0/120/90/a25e20ca1b7321335f41a70d450fcc4f/1/30628e9f560b9ad61d17dd7e066171ff/40947601.JPG","https://listings.allaccessphoto.com/v2/3341-tice-creek-dr-2-walnut-creek-ca-94595-us-789075/unbranded","A","3341 Tice Creek Dr #2","$455,000","1","0","Walnut Creek","RE","52","Condominium","$391.57",,,,,,,"Rossmoor","5000","2",,,,,,,"No",,"Contra Costa","0",,,"7",,,,,,,"Yes","$909","Monthly","2ND WALNUT CREEK MUT.","0.0000","0.00","Square Feet","0.00",,,,"12",,,,,,"CA",,"1969","94595"
"EB40947678","16","//cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40947678/0/120/90/24819869f2c68de5a15842bf09a9a69c/1/99fd947cb13a9d03f8e965d2f332e0a4/40947678.JPG",,"A","1297 Lakeview Cir","$290,000","1","0","Pittsburg","RE","32","Condominium","$370.37",,,,,,,"Pittsburg","6100","2",,,,,,,"No",,"Contra Costa","0",,,"7",,,"0",,,,"Yes","$428","Monthly","LAKEVIEW","0.0000","0.00","Square Feet","0.00",,,,"132",,,,,,"CA",,"1989","94565"
"ML81840710","22","https://mlslmedia.azureedge.net/property/MLSL/81840710/47dea2120807414782096f83013c63f4/2/1?preset=thumb","http://www.610gilbert27.com","A","610 Gilbert Avenue 27","$825,000","1",,"Menlo Park","RE","48","Condominium","$942.86",,,,,,,"Menlo Oaks Area","307","2",,,,,,,,,"San Mateo","1",,,"41","Menlo Park City Elementary",,,,"Sequoia Union High",,"Yes","$495","Monthly","Willow Wood",,,,,"Tax",,,,,,,,,"CA",,"1973","94025"
"EB40947612","28","//cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40947612/0/120/90/2976885b87ac6b93434ea9aa33e05721/1/054726584e0d1f4f5f9e25a0996902fc/40947612.JPG","https://427Lagunitas-202.com/mls","A","427 Lagunitas Ave 202","$485,000","1","0","Oakland","RE","54","Condominium","$690.88",,,,,,,"Oakland Zip Code 94610","2610","1",,,,,,,"Yes",,"Alameda","1",,,"1",,,"0",,,,"Yes","$444","Monthly","LAGUNITAS HOA","0.0000","0.00","Square Feet","0.00",,,,"20",,,,,,"CA",,"1967","94610"
"CRPW21090904","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg","https://my.matterport.com/show/?m=fTch3Dx1aWa&brand=0","A","3000 Elmira Bay 37","$589,000","1","0","Costa Mesa","RE","41","Condominium",,,,,,,,"C3 - South Coast Metro","30499","2",,,,,,,,,"Orange","0",,,"30",,,,,,,"Yes","$447","Monthly","Pentridge Cove","0.0000",,"Square Feet",,"Tax",,,,,,,,,"CA",,"1980","92626"
"CRPW21042175","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg",,"A","488 E Ocean Boulevard 316","$665,000","1","120,481","Long Beach","RE","17","Condominium",,,,,,,,"4 - Downtown Area, Alamitos Beach","31341","2",,,,,,,,,"Los Angeles","1",,,"19",,,,,"Long Beach Unified",,"Yes",,"Monthly","Aqua","2.7659",,"Square Feet",,"Tax",,,,,,,,,"CA",,"2004","90802"
"CNSR21089872","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg",,"A","5015 Balboa Boulevard 108","$876,500","1","34,170","Encino","RE","5","Condominium",,,,,,,,"ENC - Encino","30683","2",,,,,,,,,"Los Angeles","1",,,"19",,,,,"Los Angeles Unified",,"Yes","$657","Monthly","Balboa Villas","0.7844",,"Square Feet",,"Tax",,,,,,,,,"CA",,"2016","91316"
"ML81837217","29","https://mlslmedia.azureedge.net/property/MLSL/81837217/41149da2ea2740fbb25d59650bead781/2/1?preset=thumb",,"A","335 N Temple Drive","$699,000","1","816","Milpitas","RE","51","Condominium","$609.95",,,,,,,"Milpitas","6","3",,,,,,,,,"Santa Clara","1",,,"43","Milpitas Unified",,"1",,"Milpitas Unified",,"Yes","$400","Monthly","Lynn Park Townhouse Association","0.0187",,"Square Feet",,"Other",,,,,,,,,"CA",,"1970","95035"
"CRPF21090700","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg","https://my.matterport.com/show/?m=rT6ge8wucSe","A","9038 Orion Avenue 211","$359,900","1","17,795","North Hills","RE","39","Condominium",,,,,,,,"NOH - North Hills","31698","2",,,,,,,,,"Los Angeles","1",,,"19",,,,,"Los Angeles Unified",,"Yes","$318","Monthly","Orion HOA","0.4085",,"Square Feet",,"Tax",,,,,,,,,"CA",,"1982","91343"
"CROC21090723","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg","https://my.matterport.com/show/?m=cU492f6uWGc&brand=0","A","151 Fieldwood","$1,088,000","1","4,600","Irvine","RE","6","Condominium",,,,,,,,"Other Area",,"5",,,,,,,,,"Orange","0",,,"30",,,,,"Irvine Unified",,"Yes","$215","Monthly","FirstService Residential","0.1056",,"Square Feet",,"Estimated",,,,,,,,,"CA",,"2015","92618"
